bike_name,price,city,kms_driven,owner,age,power,brand
Bajaj Access 125,96240,Lucknow,58398,First Owner,5,110,Bajaj
Honda Access 125,106458,Lucknow,32810,First Owner,11,125,Honda
TVS Pulsar 150cc,204065,Lucknow,36684,Third Owner,9,220,TVS
Bajaj Access 125,89175,Bangalore,28005,Second Owner,8,100,Bajaj
TVS Classic 350,107096,Hyderabad,31607,Third Owner,9,125,TVS
Other Pulsar 150cc,182649,Bangalore,14111,First Owner,14,200,Other
Bajaj Pulsar 150cc,130596,Lucknow,71251,First Owner,7,150,Bajaj
Suzuki Pulsar 150cc,323681,Kolkata,83441,Third Owner,13,350,Suzuki
TVS Duke 200,135476,Hyderabad,35571,Fourth Owner,3,150,TVS
Suzuki FZ S,184431,Jaipur,22841,Fourth Owner,8,200,Suzuki
Honda Duke 200,100458,Chennai,57484,Second Owner,10,125,Honda
Bajaj Splendor Plus,104251,Bangalore,37240,First Owner,2,110,Bajaj
KTM Classic 350,120444,Delhi,75244,Third Owner,18,150,KTM
Other Splendor Plus,151242,Mumbai,89850,First Owner,6,180,Other
KTM Shine 125cc,79464,Mumbai,52574,Second Owner,10,100,KTM
Hero Splendor Plus,193280,Bangalore,67680,Fourth Owner,10,220,Hero
Bajaj FZ S,134235,Hyderabad,64317,Third Owner,7,150,Bajaj
Hero Duke 200,489190,Pune,43153,Fourth Owner,6,500,Hero
Honda Apache RTR 160,141719,Kolkata,35549,First Owner,5,150,Honda
Royal Enfield Duke 200,179061,Mumbai,76904,Third Owner,4,200,Royal Enfield
Suzuki Duke 200,153580,Mumbai,80830,First Owner,11,180,Suzuki
Yamaha Access 125,487104,Ahmedabad,14776,Third Owner,14,500,Yamaha
Bajaj Apache RTR 160,491061,Delhi,3024,Second Owner,4,500,Bajaj
Honda Other Model,204169,Bangalore,52567,Fourth Owner,3,220,Honda
Yamaha Splendor Plus,139988,Pune,30879,Third Owner,3,150,Yamaha
Yamaha Classic 350,146293,Pune,10848,Fourth Owner,9,160,Yamaha
Suzuki Access 125,94291,Hyderabad,17746,Third Owner,9,110,Suzuki
Suzuki Apache RTR 160,130333,Hyderabad,40884,Second Owner,11,150,Suzuki
Hero Other Model,78815,Hyderabad,28086,Fourth Owner,17,100,Hero
Royal Enfield Apache RTR 160,86891,Mumbai,49791,First Owner,9,110,Royal Enfield
KTM Apache RTR 160,485372,Bangalore,43161,First Owner,8,500,KTM
Honda Other Model,468293,Chennai,81979,Fourth Owner,15,500,Honda
Honda Shine 125cc,627762,Jaipur,72799,Second Owner,3,650,Honda
Royal Enfield FZ S,146011,Hyderabad,79014,First Owner,1,160,Royal Enfield
Hero Access 125,624309,Jaipur,74415,First Owner,9,650,Hero
KTM Other Model,98413,Delhi,32818,Fourth Owner,2,110,KTM
Suzuki Duke 200,115449,Bangalore,96994,First Owner,19,150,Suzuki
Honda Pulsar 150cc,481927,Lucknow,99316,First Owner,2,500,Honda
Hero Other Model,185831,Bangalore,92339,Third Owner,19,220,Hero
Honda Duke 200,141436,Lucknow,18564,First Owner,12,160,Honda
Hero Classic 350,146730,Hyderabad,20277,Second Owner,12,160,Hero
TVS FZ S,210881,Kolkata,7329,Second Owner,8,220,TVS
Yamaha Classic 350,101186,Jaipur,64358,First Owner,15,125,Yamaha
Hero Splendor Plus,620204,Bangalore,56691,Third Owner,16,650,Hero
Yamaha Duke 200,474355,Chennai,10701,Fourth Owner,19,500,Yamaha
Honda Other Model,189798,Chennai,11005,Third Owner,4,200,Honda
Other Classic 350,93900,Lucknow,57342,First Owner,1,110,Other
Royal Enfield Classic 350,91250,Delhi,43996,First Owner,8,110,Royal Enfield
Hero Duke 200,621145,Kolkata,64994,First Owner,13,650,Hero
Bajaj Access 125,140969,Pune,56565,First Owner,9,160,Bajaj
Yamaha Duke 200,204387,Hyderabad,30655,Second Owner,8,220,Yamaha
TVS Shine 125cc,123426,Lucknow,67977,Second Owner,18,160,TVS
KTM Apache RTR 160,88929,Mumbai,20585,Fourth Owner,8,100,KTM
KTM Duke 200,479418,Hyderabad,26155,First Owner,15,500,KTM
TVS Shine 125cc,163801,Pune,13421,Third Owner,9,180,TVS
Hero Access 125,66840,Chennai,61364,Second Owner,16,100,Hero
Honda Shine 125cc,110222,Kolkata,75493,Third Owner,4,125,Honda
Yamaha Splendor Plus,194456,Delhi,56340,Fourth Owner,13,220,Yamaha
Royal Enfield Classic 350,630344,Chennai,12638,Third Owner,18,650,Royal Enfield
Suzuki Classic 350,491911,Kolkata,8635,Fourth Owner,11,500,Suzuki
Yamaha Shine 125cc,322311,Delhi,65205,Fourth Owner,13,350,Yamaha
Honda Splendor Plus,334805,Kolkata,57559,Third Owner,5,350,Honda
Hero Pulsar 150cc,191869,Mumbai,81951,Third Owner,14,220,Hero
KTM Splendor Plus,472430,Delhi,58105,Third Owner,15,500,KTM
Bajaj Access 125,162703,Mumbai,77098,Second Owner,2,180,Bajaj
Bajaj Access 125,106815,Kolkata,45296,First Owner,7,125,Bajaj
Suzuki Classic 350,80921,Jaipur,35784,Third Owner,15,100,Suzuki
Honda Access 125,620011,Pune,95620,Fourth Owner,14,650,Honda
KTM Splendor Plus,96649,Chennai,40645,Second Owner,3,110,KTM
Royal Enfield Shine 125cc,153037,Lucknow,42811,Fourth Owner,16,180,Royal Enfield
Suzuki Access 125,622959,Lucknow,75027,First Owner,15,650,Suzuki
Hero Access 125,155557,Ahmedabad,40203,First Owner,17,180,Hero
Yamaha Other Model,107445,Ahmedabad,22012,First Owner,10,125,Yamaha
Royal Enfield FZ S,149123,Ahmedabad,21642,Third Owner,11,160,Royal Enfield
Suzuki Other Model,634241,Chennai,17145,First Owner,9,650,Suzuki
Honda Apache RTR 160,140524,Jaipur,51419,First Owner,9,160,Honda
Royal Enfield Apache RTR 160,471002,Jaipur,36503,Third Owner,18,500,Royal Enfield
Honda Shine 125cc,74361,Mumbai,33522,Second Owner,18,100,Honda
Bajaj Duke 200,639308,Bangalore,8972,Second Owner,5,650,Bajaj
Bajaj Other Model,185174,Ahmedabad,72662,First Owner,18,220,Bajaj
Suzuki Shine 125cc,194173,Jaipur,8796,Third Owner,8,200,Suzuki
Royal Enfield Duke 200,147918,Kolkata,18408,Second Owner,9,160,Royal Enfield
Other Pulsar 150cc,103101,Pune,57053,Third Owner,8,125,Other
Hero Splendor Plus,612937,Delhi,79818,Third Owner,18,650,Hero
Royal Enfield Classic 350,207336,Mumbai,5463,Second Owner,9,220,Royal Enfield
Other Pulsar 150cc,97402,Chennai,82978,Third Owner,9,125,Other
KTM Other Model,170871,Jaipur,44221,Fourth Owner,16,200,KTM
Honda Other Model,190325,Hyderabad,40626,Third Owner,18,220,Honda
KTM Shine 125cc,156986,Chennai,29443,Third Owner,16,180,KTM
Hero FZ S,127575,Ahmedabad,88753,Second Owner,3,150,Hero
TVS Pulsar 150cc,108397,Ahmedabad,50074,Third Owner,7,125,TVS
Honda Access 125,327156,Chennai,71010,Fourth Owner,10,350,Honda
Honda Splendor Plus,625088,Kolkata,69336,Third Owner,10,650,Honda
KTM Pulsar 150cc,95969,Chennai,70049,First Owner,11,125,KTM
KTM Classic 350,151978,Chennai,93262,Second Owner,13,180,KTM
Bajaj Other Model,637592,Bangalore,4539,Second Owner,12,650,Bajaj
Royal Enfield FZ S,631156,Jaipur,25443,Fourth Owner,9,650,Royal Enfield
Suzuki Splendor Plus,336208,Kolkata,29340,First Owner,7,350,Suzuki
Suzuki Shine 125cc,463358,Ahmedabad,82571,Third Owner,16,500,Suzuki
Other Classic 350,83979,Kolkata,86213,Third Owner,1,100,Other
KTM FZ S,175781,Chennai,32478,Second Owner,2,180,KTM
TVS FZ S,148071,Pune,98004,First Owner,12,180,TVS
Suzuki Classic 350,106943,Jaipur,35117,Fourth Owner,11,125,Suzuki
Suzuki Access 125,118700,Hyderabad,96066,First Owner,18,160,Suzuki
Yamaha Apache RTR 160,145012,Kolkata,22850,Third Owner,8,160,Yamaha
KTM Pulsar 150cc,181605,Hyderabad,48609,First Owner,11,200,KTM
Yamaha Shine 125cc,164188,Jaipur,51673,Third Owner,2,180,Yamaha
Honda Shine 125cc,131145,Mumbai,61374,First Owner,13,160,Honda
Honda Classic 350,97887,Lucknow,48844,Second Owner,1,110,Honda
Honda Classic 350,341894,Lucknow,10502,Fourth Owner,2,350,Honda
KTM Splendor Plus,477343,Ahmedabad,86678,Third Owner,4,500,KTM
Royal Enfield Splendor Plus,95115,Hyderabad,33655,Fourth Owner,19,125,Royal Enfield
TVS Access 125,84595,Bangalore,53126,Third Owner,7,100,TVS
Hero Duke 200,640862,Kolkata,52011,Second Owner,2,650,Hero
Honda Splendor Plus,85222,Ahmedabad,46626,Second Owner,6,100,Honda
Other Shine 125cc,485636,Jaipur,61347,First Owner,2,500,Other
Suzuki Pulsar 150cc,630617,Delhi,80474,Third Owner,5,650,Suzuki
TVS Shine 125cc,102972,Chennai,7576,Third Owner,1,110,TVS
Suzuki Shine 125cc,207708,Hyderabad,1130,Second Owner,17,220,Suzuki
Suzuki Pulsar 150cc,86718,Hyderabad,24274,Third Owner,4,100,Suzuki
Yamaha Splendor Plus,487425,Delhi,34417,Fourth Owner,10,500,Yamaha
Honda FZ S,186422,Hyderabad,29145,Second Owner,5,200,Honda
Yamaha Shine 125cc,495128,Mumbai,18610,Fourth Owner,1,500,Yamaha
KTM Splendor Plus,87973,Mumbai,88426,Third Owner,7,110,KTM
Hero Apache RTR 160,157711,Hyderabad,91694,First Owner,19,200,Hero
Yamaha Shine 125cc,349200,Ahmedabad,6470,Second Owner,1,350,Yamaha
Yamaha FZ S,136862,Mumbai,10604,Second Owner,14,150,Yamaha
TVS FZ S,131914,Mumbai,26963,Second Owner,17,150,TVS
Suzuki Pulsar 150cc,193979,Pune,60051,Second Owner,18,220,Suzuki
Royal Enfield Splendor Plus,135219,Bangalore,84926,First Owner,7,160,Royal Enfield
Honda Other Model,141189,Delhi,60448,First Owner,8,160,Honda
Honda Pulsar 150cc,139045,Bangalore,25002,First Owner,11,160,Honda
Royal Enfield Other Model,152860,Delhi,22601,Second Owner,1,160,Royal Enfield
Suzuki Splendor Plus,79759,Mumbai,58961,Second Owner,9,100,Suzuki
Hero Apache RTR 160,107022,Delhi,30568,First Owner,14,125,Hero
Royal Enfield Apache RTR 160,175599,Lucknow,19866,Second Owner,3,180,Royal Enfield
Suzuki Other Model,126270,Kolkata,97841,Fourth Owner,3,150,Suzuki
Yamaha Access 125,193128,Chennai,78321,Third Owner,14,220,Yamaha
TVS Duke 200,215362,Delhi,19753,Third Owner,5,220,TVS
Yamaha Pulsar 150cc,206062,Lucknow,6343,Second Owner,13,220,Yamaha
Honda Other Model,103296,Mumbai,71317,Fourth Owner,7,125,Honda
Hero Shine 125cc,97265,Kolkata,22174,Fourth Owner,9,110,Hero
Other FZ S,320667,Hyderabad,44284,Second Owner,17,350,Other
TVS Apache RTR 160,106299,Ahmedabad,29569,Third Owner,2,110,TVS
TVS Splendor Plus,126901,Delhi,56835,First Owner,11,150,TVS
Bajaj Duke 200,140986,Hyderabad,95719,Fourth Owner,2,160,Bajaj
KTM Classic 350,337411,Ahmedabad,62739,Third Owner,1,350,KTM
TVS Other Model,87753,Delhi,26949,Third Owner,3,100,TVS
Other Access 125,138512,Jaipur,24799,Second Owner,14,160,Other
TVS Classic 350,96001,Jaipur,54466,Third Owner,14,125,TVS
Honda Shine 125cc,102858,Mumbai,7469,First Owner,2,110,Honda
Honda Shine 125cc,187687,Delhi,65532,First Owner,1,200,Honda
Hero Shine 125cc,152473,Ahmedabad,65833,First Owner,15,180,Hero
Suzuki Classic 350,152194,Kolkata,46425,Fourth Owner,19,180,Suzuki
Honda FZ S,312438,Delhi,99391,Fourth Owner,15,350,Honda
Suzuki Shine 125cc,128774,Pune,71767,First Owner,9,150,Suzuki
KTM FZ S,640521,Kolkata,26059,Fourth Owner,5,650,KTM
KTM Pulsar 150cc,122697,Kolkata,83659,Fourth Owner,17,160,KTM
Suzuki FZ S,109694,Bangalore,87610,First Owner,18,150,Suzuki
Hero Classic 350,76634,Pune,37057,Second Owner,16,100,Hero
TVS Duke 200,192831,Chennai,3807,Second Owner,5,200,TVS
Suzuki Other Model,85125,Delhi,46495,Fourth Owner,5,100,Suzuki
Hero Pulsar 150cc,189760,Lucknow,52714,Fourth Owner,19,220,Hero
TVS Classic 350,144321,Chennai,43880,First Owner,9,160,TVS
Bajaj Shine 125cc,203504,Mumbai,24408,First Owner,15,220,Bajaj
Yamaha Apache RTR 160,635448,Pune,59599,Third Owner,7,650,Yamaha
Hero Duke 200,96103,Chennai,28505,Second Owner,19,125,Hero
Yamaha Duke 200,632538,Mumbai,43864,Fourth Owner,5,650,Yamaha
Other Shine 125cc,116227,Pune,83601,Second Owner,15,150,Other
Bajaj Access 125,146834,Pune,50814,Second Owner,19,180,Bajaj
Honda Access 125,325392,Mumbai,48551,Second Owner,16,350,Honda
Hero Pulsar 150cc,83519,Chennai,28797,Third Owner,16,110,Hero
KTM Other Model,69901,Lucknow,94553,Fourth Owner,12,100,KTM
TVS Other Model,495174,Kolkata,3173,First Owner,5,500,TVS
Yamaha Splendor Plus,184860,Hyderabad,96304,First Owner,13,220,Yamaha
Yamaha Classic 350,171735,Lucknow,53974,Third Owner,19,200,Yamaha
TVS Apache RTR 160,101953,Lucknow,24017,Fourth Owner,15,125,TVS
Royal Enfield FZ S,154458,Delhi,10614,Second Owner,19,180,Royal Enfield
Royal Enfield Access 125,157478,Pune,38334,First Owner,11,180,Royal Enfield
Hero Other Model,101080,Bangalore,55854,Fourth Owner,11,125,Hero
Other Classic 350,161251,Ahmedabad,62096,Second Owner,4,180,Other
Bajaj Duke 200,86432,Ahmedabad,33716,Fourth Owner,15,110,Bajaj
TVS Classic 350,82870,Jaipur,56189,Fourth Owner,16,110,TVS
Hero Apache RTR 160,615986,Lucknow,82777,First Owner,18,650,Hero
Yamaha Apache RTR 160,71830,Kolkata,94431,First Owner,13,100,Yamaha
TVS Apache RTR 160,634165,Mumbai,47570,First Owner,4,650,TVS
KTM Access 125,72071,Mumbai,67308,Fourth Owner,19,100,KTM
Hero Other Model,100799,Ahmedabad,62587,Third Owner,15,125,Hero
KTM Duke 200,324517,Lucknow,71955,First Owner,16,350,KTM
Royal Enfield Splendor Plus,323152,Mumbai,22158,First Owner,18,350,Royal Enfield
KTM FZ S,151481,Jaipur,22748,Second Owner,19,180,KTM
TVS Other Model,172542,Ahmedabad,32764,Fourth Owner,17,200,TVS
Royal Enfield Splendor Plus,149081,Kolkata,73796,First Owner,12,180,Royal Enfield
Bajaj Pulsar 150cc,80284,Lucknow,64150,Fourth Owner,19,110,Bajaj
Honda Other Model,75457,Lucknow,62386,Fourth Owner,18,110,Honda
KTM FZ S,190274,Hyderabad,97266,Fourth Owner,13,220,KTM
Other Other Model,192952,Chennai,24659,First Owner,3,200,Other
Royal Enfield FZ S,140631,Pune,59235,Third Owner,11,160,Royal Enfield
Suzuki Other Model,98908,Hyderabad,58369,First Owner,15,125,Suzuki
Hero FZ S,105234,Ahmedabad,19735,Fourth Owner,13,125,Hero
Other Classic 350,313546,Lucknow,82742,Second Owner,18,350,Other
Suzuki Access 125,161290,Lucknow,66452,Second Owner,2,180,Suzuki
Bajaj Splendor Plus,80578,Lucknow,28587,Second Owner,14,100,Bajaj
KTM Shine 125cc,156266,Kolkata,57749,Third Owner,11,180,KTM
Honda Duke 200,337201,Mumbai,21317,First Owner,7,350,Honda
Other FZ S,91586,Ahmedabad,40166,Second Owner,6,110,Other
Bajaj Classic 350,132084,Mumbai,64041,Fourth Owner,3,150,Bajaj
Honda Classic 350,108170,Jaipur,12743,First Owner,15,125,Honda
Suzuki Classic 350,129036,Kolkata,23915,Third Owner,13,150,Suzuki
Other Classic 350,89084,Ahmedabad,43194,Fourth Owner,7,100,Other
Suzuki Apache RTR 160,89995,Bangalore,24907,Fourth Owner,12,110,Suzuki
Hero Duke 200,203755,Pune,21067,Second Owner,17,220,Hero
Hero Classic 350,167126,Chennai,76117,Second Owner,14,200,Hero
Hero Other Model,142803,Delhi,52287,First Owner,11,160,Hero
Royal Enfield FZ S,117104,Kolkata,99061,Third Owner,18,150,Royal Enfield
Hero Shine 125cc,646534,Mumbai,3378,Fourth Owner,4,650,Hero
Honda Shine 125cc,174603,Delhi,72883,Second Owner,15,200,Honda
Royal Enfield Pulsar 150cc,137315,Delhi,45313,First Owner,7,150,Royal Enfield
Royal Enfield Other Model,138576,Lucknow,63193,Third Owner,1,150,Royal Enfield
Bajaj Pulsar 150cc,193892,Delhi,8449,Second Owner,9,200,Bajaj
Suzuki Shine 125cc,72370,Pune,71187,First Owner,15,100,Suzuki
KTM Duke 200,174706,Bangalore,66604,Third Owner,9,200,KTM
Royal Enfield Apache RTR 160,175027,Lucknow,4316,Fourth Owner,2,180,Royal Enfield
Hero Access 125,200156,Mumbai,39034,Fourth Owner,16,220,Hero
KTM Duke 200,155803,Hyderabad,19730,Fourth Owner,4,160,KTM
TVS FZ S,97748,Bangalore,88383,Fourth Owner,12,125,TVS
TVS Pulsar 150cc,93411,Pune,71911,First Owner,3,110,TVS
Other Other Model,76743,Hyderabad,60961,Second Owner,8,100,Other
Suzuki Duke 200,639759,Ahmedabad,23096,Fourth Owner,8,650,Suzuki
Bajaj Other Model,630101,Bangalore,85179,Second Owner,5,650,Bajaj
Honda Apache RTR 160,102983,Bangalore,75288,Second Owner,6,125,Honda
KTM FZ S,92561,Jaipur,16741,First Owner,6,100,KTM
Other Access 125,93705,Kolkata,2779,Third Owner,8,100,Other
TVS Pulsar 150cc,648534,Chennai,4467,First Owner,1,650,TVS
Honda Access 125,96257,Ahmedabad,66618,Second Owner,2,110,Honda
KTM Other Model,80512,Mumbai,85715,Third Owner,10,110,KTM
Royal Enfield Shine 125cc,632688,Bangalore,27853,First Owner,7,650,Royal Enfield
KTM Shine 125cc,211924,Ahmedabad,29842,Third Owner,4,220,KTM
TVS Pulsar 150cc,82206,Hyderabad,48495,Second Owner,5,100,TVS
Suzuki Duke 200,88042,Ahmedabad,1837,Third Owner,11,100,Suzuki
Suzuki Shine 125cc,107868,Mumbai,22495,Fourth Owner,8,125,Suzuki
Yamaha Apache RTR 160,647398,Mumbai,18665,Fourth Owner,1,650,Yamaha
TVS Shine 125cc,118091,Bangalore,69456,Third Owner,16,150,TVS
Other Apache RTR 160,91884,Kolkata,41111,Second Owner,14,110,Other
KTM FZ S,208210,Pune,28537,Third Owner,4,220,KTM
Bajaj Access 125,492394,Kolkata,39303,Fourth Owner,3,500,Bajaj
Bajaj Shine 125cc,70627,Mumbai,61690,Second Owner,14,100,Bajaj
Yamaha Access 125,489070,Mumbai,21912,Third Owner,10,500,Yamaha
KTM Shine 125cc,634365,Jaipur,55513,Third Owner,3,650,KTM
Yamaha Apache RTR 160,158956,Jaipur,11132,First Owner,2,160,Yamaha
Royal Enfield Pulsar 150cc,144141,Delhi,88872,Second Owner,18,180,Royal Enfield
Royal Enfield Other Model,182935,Chennai,96919,First Owner,19,220,Royal Enfield
Other Splendor Plus,136081,Ahmedabad,85367,Third Owner,1,150,Other
Yamaha Splendor Plus,478658,Kolkata,48775,Fourth Owner,7,500,Yamaha
Hero FZ S,615635,Mumbai,85105,Fourth Owner,13,650,Hero
Bajaj Shine 125cc,198367,Mumbai,69883,Second Owner,10,220,Bajaj
Royal Enfield Shine 125cc,184510,Jaipur,95705,Fourth Owner,17,220,Royal Enfield
Other Other Model,339109,Jaipur,59253,Second Owner,4,350,Other
TVS FZ S,471537,Jaipur,64256,Third Owner,11,500,TVS
Yamaha Duke 200,178883,Bangalore,76725,First Owner,3,200,Yamaha
Suzuki FZ S,156343,Pune,29060,First Owner,1,160,Suzuki
Bajaj Shine 125cc,167018,Bangalore,17147,Fourth Owner,10,180,Bajaj
Suzuki Apache RTR 160,94441,Mumbai,20203,Third Owner,10,110,Suzuki
KTM Classic 350,475973,Ahmedabad,67335,Second Owner,9,500,KTM
Suzuki Apache RTR 160,200487,Chennai,7102,Fourth Owner,18,220,Suzuki
Bajaj FZ S,178911,Hyderabad,5755,Fourth Owner,4,180,Bajaj
Hero Apache RTR 160,479207,Jaipur,36513,Fourth Owner,12,500,Hero
Other Apache RTR 160,157155,Chennai,71076,Third Owner,6,180,Other
Other Pulsar 150cc,128573,Hyderabad,95803,Second Owner,14,160,Other
Hero Apache RTR 160,149114,Pune,16847,Fourth Owner,1,150,Hero
KTM Other Model,110496,Ahmedabad,58188,First Owner,1,125,KTM
Suzuki Duke 200,197046,Kolkata,24526,Third Owner,2,200,Suzuki
Suzuki Classic 350,69178,Chennai,69955,Fourth Owner,13,100,Suzuki
Suzuki Access 125,101099,Delhi,48468,First Owner,2,110,Suzuki
Other Classic 350,640535,Chennai,29306,Fourth Owner,3,650,Other
Honda Splendor Plus,194736,Ahmedabad,53943,Second Owner,17,220,Honda
Honda Shine 125cc,196613,Mumbai,90180,Third Owner,3,220,Honda
Other Apache RTR 160,488020,Chennai,59813,First Owner,3,500,Other
Honda Pulsar 150cc,203883,Pune,3078,First Owner,16,220,Honda
KTM FZ S,166040,Lucknow,81233,Fourth Owner,16,200,KTM
TVS Classic 350,493516,Lucknow,18602,Second Owner,6,500,TVS
Honda Other Model,485766,Delhi,43875,Third Owner,4,500,Honda
KTM Classic 350,340077,Bangalore,52186,First Owner,4,350,KTM
Hero FZ S,139533,Chennai,93607,First Owner,18,180,Hero
Royal Enfield Access 125,473403,Kolkata,81506,Fourth Owner,7,500,Royal Enfield
Suzuki Pulsar 150cc,629527,Lucknow,52079,Fourth Owner,12,650,Suzuki
Hero Classic 350,105723,Delhi,88839,Fourth Owner,2,125,Hero
Suzuki Splendor Plus,331446,Kolkata,21292,Fourth Owner,11,350,Suzuki
KTM Pulsar 150cc,87292,Mumbai,88979,Second Owner,7,110,KTM
TVS Classic 350,107937,Mumbai,56108,Second Owner,5,125,TVS
Bajaj Access 125,154752,Hyderabad,25862,First Owner,2,160,Bajaj
Bajaj Shine 125cc,214226,Bangalore,21450,Second Owner,4,220,Bajaj
Yamaha Classic 350,123311,Chennai,83509,Second Owner,17,160,Yamaha
KTM Pulsar 150cc,92057,Ahmedabad,80990,First Owner,19,125,KTM
Yamaha Apache RTR 160,632493,Pune,4447,Third Owner,18,650,Yamaha
Suzuki Splendor Plus,469734,Delhi,70335,Second Owner,18,500,Suzuki
TVS Access 125,628880,Delhi,74197,Fourth Owner,5,650,TVS
Suzuki Other Model,201514,Pune,20147,Third Owner,13,220,Suzuki
KTM Access 125,206690,Delhi,54669,Fourth Owner,7,220,KTM
Bajaj Classic 350,139183,Hyderabad,69899,Fourth Owner,9,160,Bajaj
Honda Pulsar 150cc,202215,Jaipur,91456,Fourth Owner,4,220,Honda
Royal Enfield Duke 200,205983,Jaipur,60415,First Owner,5,220,Royal Enfield
Yamaha Access 125,482625,Kolkata,55975,Fourth Owner,9,500,Yamaha
Royal Enfield Apache RTR 160,158915,Ahmedabad,40788,Fourth Owner,8,180,Royal Enfield
Bajaj Splendor Plus,140060,Mumbai,13073,Second Owner,14,160,Bajaj
Hero Apache RTR 160,186419,Hyderabad,20185,Fourth Owner,12,200,Hero
Yamaha Apache RTR 160,631373,Bangalore,10868,Second Owner,14,650,Yamaha
KTM Apache RTR 160,84923,Pune,75244,First Owner,14,110,KTM
Bajaj Apache RTR 160,82550,Bangalore,26001,Second Owner,16,100,Bajaj
TVS Shine 125cc,137434,Lucknow,71920,Fourth Owner,1,150,TVS
Other Access 125,132605,Jaipur,46199,Second Owner,7,150,Other
Other Splendor Plus,133107,Lucknow,74038,First Owner,1,150,Other
Honda Classic 350,79222,Lucknow,62903,Third Owner,9,100,Honda
Bajaj FZ S,180827,Mumbai,44339,Third Owner,6,200,Bajaj
KTM Splendor Plus,174312,Hyderabad,45331,Second Owner,14,200,KTM
Other Shine 125cc,115768,Bangalore,82060,Fourth Owner,18,150,Other
Hero Pulsar 150cc,91562,Mumbai,88564,First Owner,15,125,Hero
TVS Duke 200,328978,Delhi,78166,Fourth Owner,10,350,TVS
Other Splendor Plus,636575,Kolkata,46994,First Owner,9,650,Other
Hero Splendor Plus,84551,Ahmedabad,39225,Second Owner,7,100,Hero
Bajaj FZ S,165868,Kolkata,28711,Fourth Owner,12,180,Bajaj
Suzuki Shine 125cc,471248,Jaipur,66719,Third Owner,11,500,Suzuki
Yamaha Splendor Plus,188128,Bangalore,6851,First Owner,6,200,Yamaha
Hero Duke 200,626629,Hyderabad,19904,First Owner,16,650,Hero
Royal Enfield Shine 125cc,84771,Chennai,78713,Fourth Owner,12,110,Royal Enfield
KTM Duke 200,133519,Delhi,45842,First Owner,15,160,KTM
Yamaha Classic 350,476643,Jaipur,62774,Second Owner,6,500,Yamaha
Yamaha Apache RTR 160,339158,Delhi,27192,Third Owner,9,350,Yamaha
Honda Access 125,92178,Jaipur,86225,First Owner,13,125,Honda
Bajaj Pulsar 150cc,192437,Pune,96038,Third Owner,10,220,Bajaj
Suzuki Duke 200,88279,Lucknow,2982,Second Owner,11,100,Suzuki
Hero Other Model,103616,Kolkata,36490,Third Owner,2,110,Hero
Bajaj Pulsar 150cc,82344,Chennai,43715,Third Owner,8,100,Bajaj
Bajaj Classic 350,192412,Bangalore,3318,First Owner,3,200,Bajaj
Honda Other Model,485540,Kolkata,75810,First Owner,1,500,Honda
Other Other Model,126085,Hyderabad,17986,First Owner,18,150,Other
Bajaj Splendor Plus,128415,Jaipur,82084,Third Owner,10,150,Bajaj
Bajaj Other Model,170939,Ahmedabad,94848,First Owner,8,200,Bajaj
Royal Enfield Duke 200,469507,Ahmedabad,37957,First Owner,19,500,Royal Enfield
Hero Duke 200,83954,Bangalore,8494,First Owner,17,100,Hero
Honda Shine 125cc,167346,Pune,87420,First Owner,11,200,Honda
Bajaj Apache RTR 160,88224,Jaipur,21381,Fourth Owner,7,100,Bajaj
KTM Splendor Plus,623947,Delhi,50571,Third Owner,12,650,KTM
Other Classic 350,125535,Jaipur,34519,Second Owner,19,150,Other
TVS Access 125,142643,Kolkata,32167,Second Owner,7,160,TVS
Royal Enfield Shine 125cc,75136,Jaipur,69470,First Owner,6,100,Royal Enfield
Honda Other Model,103308,Bangalore,40213,Second Owner,9,125,Honda
Other Pulsar 150cc,168613,Mumbai,95526,Second Owner,12,200,Other
KTM Shine 125cc,467079,Lucknow,66781,First Owner,19,500,KTM
Honda Duke 200,100644,Chennai,85064,Second Owner,12,125,Honda
Honda Apache RTR 160,106320,Chennai,64595,Second Owner,9,125,Honda
Hero Duke 200,324429,Lucknow,30117,First Owner,18,350,Hero
TVS Splendor Plus,325178,Pune,76772,Fourth Owner,12,350,TVS
Other Shine 125cc,123712,Delhi,72862,First Owner,15,150,Other
Royal Enfield Classic 350,331377,Chennai,54353,Second Owner,12,350,Royal Enfield
Honda FZ S,152292,Lucknow,64899,Fourth Owner,14,180,Honda
Yamaha Duke 200,129958,Kolkata,61857,Fourth Owner,17,160,Yamaha
TVS Access 125,129818,Jaipur,58858,Fourth Owner,16,160,TVS
KTM Splendor Plus,90602,Jaipur,77437,Second Owner,18,125,KTM
Hero Access 125,212702,Lucknow,3819,Third Owner,8,220,Hero
Other Duke 200,134661,Hyderabad,78492,First Owner,6,160,Other
Suzuki Shine 125cc,637154,Jaipur,58781,Second Owner,6,650,Suzuki
Royal Enfield Splendor Plus,144491,Pune,16860,Second Owner,2,150,Royal Enfield
Hero Access 125,487275,Chennai,26872,Second Owner,4,500,Hero
TVS Splendor Plus,195070,Pune,61939,Second Owner,17,220,TVS
Bajaj Duke 200,95128,Lucknow,67822,First Owner,18,125,Bajaj
Royal Enfield Apache RTR 160,325669,Lucknow,23979,Second Owner,19,350,Royal Enfield
Other Duke 200,493048,Hyderabad,22592,Third Owner,2,500,Other
